Time Number                
0 10 Food 1 1000 -1 -1 -1 End          
1 10 Food 1 1000 -1 -1 -1 End          
2 10 Food 1 1000 -1 -1 -1 End          
3 10 Food 1 1000 -1 -1 -1 End          
4 10 Food 1 1000 -1 -1 -1 End          
5 10 Food 1 1000 -1 -1 -1 End          
6 10 Food 1 1000 -1 -1 -1 End          
7 10 Food 1 1000 -1 -1 -1 End          
8 10 Food 1 1000 -1 -1 -1 End          
9 10 Food 1 1000 -1 -1 -1 End          
10 10 Food 1 1000 -1 -1 -1 End          
11 10 Food 1 1000 -1 -1 -1 End          
12 10 Food 1 1000 -1 -1 -1 End          
13 10 Food 1 1000 -1 -1 -1 End          
14 10 Food 1 1000 -1 -1 -1 End          
15 10 Food 1 1000 -1 -1 -1 End          
16 10 Food 1 1000 -1 -1 -1 End          
17 10 Food 1 1000 -1 -1 -1 End          
18 10 Food 1 1000 -1 -1 -1 End          
19 10 Food 1 1000 -1 -1 -1 End          
20 10 Food 1 1000 -1 -1 -1 End          
21 10 Food 1 1000 -1 -1 -1 End          
22 10 Food 1 1000 -1 -1 -1 End          
23 10 Food 1 1000 -1 -1 -1 End          
24 10 Food 1 1000 -1 -1 -1 End          
25 10 Food 1 1000 -1 -1 -1 End          
26 10 Food 1 1000 -1 -1 -1 End          
27 10 Food 1 1000 -1 -1 -1 End          
28 10 Food 1 1000 -1 -1 -1 End          
29 10 Food 1 1000 -1 -1 -1 End          
30 10 Food 1 1000 -1 -1 -1 End          
31 10 Food 1 1000 -1 -1 -1 End          
32 10 Food 1 1000 -1 -1 -1 End          
33 10 Food 1 1000 -1 -1 -1 End          
34 10 Food 1 1000 -1 -1 -1 End          
35 10 Food 1 1000 -1 -1 -1 End          
36 10 Food 1 1000 -1 -1 -1 End          
37 10 Food 1 1000 -1 -1 -1 End          
38 10 Food 1 1000 -1 -1 -1 End          
39 10 Food 1 1000 -1 -1 -1 End          
40 10 Food 1 1000 -1 -1 -1 End          
41 10 Food 1 1000 -1 -1 -1 End          
42 10 Food 1 1000 -1 -1 -1 End          
43 10 Food 1 1000 -1 -1 -1 End          
44 10 Food 1 1000 -1 -1 -1 End          
45 10 Food 1 1000 -1 -1 -1 End          
46 10 Food 1 1000 -1 -1 -1 End          
47 10 Food 1 1000 -1 -1 -1 End          
48 10 Food 1 1000 -1 -1 -1 End          
49 10 Food 1 1000 -1 -1 -1 End          
50 10 Food 1 1000 -1 -1 -1 End          
51 10 Food 1 1000 -1 -1 -1 End          
52 10 Food 1 1000 -1 -1 -1 End          
53 10 Food 1 1000 -1 -1 -1 End          
54 10 Food 1 1000 -1 -1 -1 End          
55 10 Food 1 1000 -1 -1 -1 End          
56 10 Food 1 1000 -1 -1 -1 End          
57 10 Food 1 1000 -1 -1 -1 End          
58 10 Food 1 1000 -1 -1 -1 End          
59 10 Food 1 1000 -1 -1 -1 End          
60 10 Food 1 1000 -1 -1 -1 End          
61 10 Food 1 1000 -1 -1 -1 End          
62 10 Food 1 1000 -1 -1 -1 End          
63 10 Food 1 1000 -1 -1 -1 End          
64 10 Food 1 1000 -1 -1 -1 End          
65 10 Food 1 1000 -1 -1 -1 End          
66 10 Food 1 1000 -1 -1 -1 End          
67 10 Food 1 1000 -1 -1 -1 End          
68 10 Food 1 1000 -1 -1 -1 End          
69 10 Food 1 1000 -1 -1 -1 End          
70 10 Food 1 1000 -1 -1 -1 End          
71 10 Food 1 1000 -1 -1 -1 End          
72 10 Food 1 1000 -1 -1 -1 End          
73 10 Food 1 1000 -1 -1 -1 End          
74 10 Food 1 1000 -1 -1 -1 End          
75 10 Food 1 1000 -1 -1 -1 End          
76 10 Food 1 1000 -1 -1 -1 End          
77 10 Food 1 1000 -1 -1 -1 End          
78 10 Food 1 1000 -1 -1 -1 End          
79 10 Food 1 1000 -1 -1 -1 End          
80 10 Food 1 1000 -1 -1 -1 End          
81 10 Food 1 1000 -1 -1 -1 End          
82 10 Food 1 1000 -1 -1 -1 End          
83 10 Food 1 1000 -1 -1 -1 End          
84 10 Food 1 1000 -1 -1 -1 End          
85 10 Food 1 1000 -1 -1 -1 End          
86 10 Food 1 1000 -1 -1 -1 End          
87 10 Food 1 1000 -1 -1 -1 End          
88 10 Food 1 1000 -1 -1 -1 End          
89 10 Food 1 1000 -1 -1 -1 End          
90 10 Food 1 1000 -1 -1 -1 End          
91 10 Food 1 1000 -1 -1 -1 End          
92 10 Food 1 1000 -1 -1 -1 End          
93 10 Food 1 1000 -1 -1 -1 End          
94 10 Food 1 1000 -1 -1 -1 End          
95 10 Food 1 1000 -1 -1 -1 End          
96 10 Food 1 1000 -1 -1 -1 End          
97 10 Food 1 1000 -1 -1 -1 End          
